index	oReact_retrieval	xReact_retrieval
dia875_utt12	Others feel none, proud,happy, financially tight	Garrett feels none, proud,happy, financially tight
dia875_utt13	Others feel ashamed, irritated, worried	Jonah feels ashamed, irritated, worried
dia875_utt14	Others feel proud, thankful, powerful	Jonah feels proud, thankful, powerful
dia875_utt15	Others feel none, happy, none	Garrett feels none, happy, none
dia876_utt0	Others feel none, none, none	Bo feels none, none, none
dia876_utt1	Others feel distressed, upset, glad to help	Nico feels distressed, upset, glad to help
dia876_utt2	Others feel good about themselves, admiring, in awe	Bo feels good about themselves, admiring, in awe
dia876_utt3	Others feel pleased with themself, none, none	Bo feels pleased with themself, none, none
dia876_utt4	Others feel relieved, appreciative, grateful	Bo feels relieved, appreciative, grateful
dia876_utt5	Others feel like they need more information, like they're given a chance, none	Bo feels like they need more information, like they're given a chance, none
dia876_utt6	Others feel relieved that they were able to wake person up, disappointed, understood.	Nico feels relieved that they were able to wake person up, disappointed, understood.
dia876_utt7	Others feel unhappy, none, none	Nico feels unhappy, none, none
dia876_utt8	Others feel informed about what must be done, responsible, relieved, none	Myrtle feels informed about what must be done, responsible, relieved, none
dia876_utt9	Others feel a bit confused about too many subjects, none, pleased	Myrtle feels a bit confused about too many subjects, none, pleased
dia877_utt0	Others feel success that they finished in time, happy it is over, relieved they finished in time	Cheyenne feels success that they finished in time, happy it is over, relieved they finished in time
dia877_utt1	Others feel none, none, like they are starting the moment out right	Bo feels none, none, like they are starting the moment out right
dia877_utt2	Others feel disapproval, remorse, apologetic	Dina feels disapproval, remorse, apologetic
dia877_utt3	Others feel happy, satisfied., good	Cheyenne feels happy, satisfied., good
dia877_utt4	Others feel none, happy, concerned	Dina feels none, happy, concerned
dia878_utt0	Others feel helpful, injured, happy since he'll have straighter teeth now.	Jonah feels helpful, injured, happy since he'll have straighter teeth now.
dia878_utt1	Others feel excited, hopeful, none	Jonah feels excited, hopeful, none
dia878_utt2	Others feel excited, hopeful, none	Glenn feels excited, hopeful, none
dia878_utt3	Others feel happy, sleepy, satisfied	Jonah feels happy, sleepy, satisfied
dia878_utt4	Others feel none, none, none	Glenn feels none, none, none
dia878_utt5	Others feel happy, satisfied, gratified	Jonah feels happy, satisfied, gratified
dia878_utt6	Others feel happy, helpful, relieved	Glenn feels happy, helpful, relieved
dia878_utt7	Others feel guilty, sad, anger	Glenn feels guilty, sad, anger
dia878_utt8	Others feel neutral, content, secure	Glenn feels neutral, content, secure
dia878_utt9	Others feel get confused and tired, accomplished, none	Jonah feels get confused and tired, accomplished, none
dia878_utt10	Others feel pleased, content, full	Glenn feels pleased, content, full
dia878_utt11	Others feel none, happy, vitality	Glenn feels none, happy, vitality
dia878_utt12	Others feel grateful, relieved, happy	Jonah feels grateful, relieved, happy
dia878_utt13	Others feel none, none, relieved	Glenn feels none, none, relieved
dia880_utt0	Others feel proud, thankful, powerful	Amy feels proud, thankful, powerful
dia880_utt1	Others feel none, happy, affectionate	Amy feels none, happy, affectionate
dia880_utt2	Others feel less guilty, happier, happy	Garrett feels less guilty, happier, happy
dia880_utt3	Others feel excited, happy, none	Garrett feels excited, happy, none
dia880_utt4	Others feel loved, unfulfilled, none	Amy feels loved, unfulfilled, none
dia880_utt5	Others feel none, satisfied, helpful	Amy feels none, satisfied, helpful
dia880_utt6	Others feel bored, curious, none	Garrett feels bored, curious, none
dia880_utt7	Others feel hurt, a bit like a loudmouth, sheepish	Garrett feels hurt, a bit like a loudmouth, sheepish
dia881_utt0	Others feel good about themselves, admiring, in awe	Jonah feels good about themselves, admiring, in awe
dia881_utt1	Others feel proud, happy, jealousy	Jonah feels proud, happy, jealousy
dia881_utt2	Others feel helpful, like they got something they needed, annoyed	Glenn feels helpful, like they got something they needed, annoyed
dia881_utt3	Others feel none, thankful, happy	Glenn feels none, thankful, happy
dia881_utt4	Others feel mad, none, none	Glenn feels mad, none, none
dia881_utt5	Others feel happy., none, happy to spend time with x.	Glenn feels happy., none, happy to spend time with x.
dia881_utt6	Others feel full and energetic, none, none	Glenn feels full and energetic, none, none
dia881_utt7	Others feel smart, helpful, frustrated	Glenn feels smart, helpful, frustrated
dia881_utt8	Others feel hopeful, informed, free to travel	Jonah feels hopeful, informed, free to travel
dia881_utt9	Others feel tired, friendly, embarrassed	Glenn feels tired, friendly, embarrassed
dia883_utt0	Others feel cautious, enlightened, none	Jonah feels cautious, enlightened, none
dia883_utt1	Others feel good, helpful, guilty about it	Garrett feels good, helpful, guilty about it
dia883_utt2	Others feel like they made a good decision., glad to have been given importance, happy	Jonah feels like they made a good decision., glad to have been given importance, happy
dia883_utt3	Others feel like they made a good decision., glad to have been given importance, good	Jonah feels like they made a good decision., glad to have been given importance, good
dia883_utt4	Others feel good, helpful, guilty about it	Garrett feels good, helpful, guilty about it
dia883_utt5	Others feel none, responsible, helpful.	Jonah feels none, responsible, helpful.
dia883_utt6	Others feel pretty, inspired by famous bands, none	Jonah feels pretty, inspired by famous bands, none
dia883_utt7	Others feel none, honored, loved	Jonah feels none, honored, loved
dia883_utt8	Others feel good, helpful, guilty about it	Garrett feels good, helpful, guilty about it
dia885_utt0	Others feel llike a new person, nervous, drained.	Glenn feels llike a new person, nervous, drained.
dia885_utt1	Others feel none, safe, satisfied	Jonah feels none, safe, satisfied
dia885_utt2	Others feel happy, intelligent, understood	Glenn feels happy, intelligent, understood
dia886_utt0	Others feel determined, none, motivated	Jonah feels determined, none, motivated
dia886_utt1	Others feel none, cared for, excited	Glenn feels none, cared for, excited
dia886_utt2	Others feel relieved, releived, accomplished	Glenn feels relieved, releived, accomplished
dia886_utt3	Others feel angry, none, stuffed	Glenn feels angry, none, stuffed
dia887_utt0	Others feel full, in control in keeping blood sugar stable, guilty for using food as medication	Cheyenne feels full, in control in keeping blood sugar stable, guilty for using food as medication
dia887_utt1	Others feel none, defeated, accomplished	Cheyenne feels none, defeated, accomplished
dia887_utt2	Others feel happy, helpful, relieved	Cheyenne feels happy, helpful, relieved
dia887_utt3	Others feel satisfied, successful, defeated	Dina feels satisfied, successful, defeated
dia887_utt4	Others feel none, none, in awe	Dina feels none, none, in awe
dia887_utt5	Others feel pleased, content, full	Cheyenne feels pleased, content, full
dia887_utt6	Others feel none, none, loved	Dina feels none, none, loved
dia887_utt7	Others feel none, none, none	Cheyenne feels none, none, none
dia887_utt8	Others feel pained, pain, excited	Dina feels pained, pain, excited
dia887_utt9	Others feel like they made a good decision., glad to have been given importance, good	Cheyenne feels like they made a good decision., glad to have been given importance, good
dia887_utt10	Others feel scared, none, none	Cheyenne feels scared, none, none
dia887_utt11	Others feel scared, satisfied, giving	Cheyenne feels scared, satisfied, giving
dia887_utt12	Others feel none, upset, motivated	Dina feels none, upset, motivated
dia887_utt13	Others feel pleased, content, full	Cheyenne feels pleased, content, full
dia888_utt0	Others feel compassionate, helpful, puzzled	Glenn feels compassionate, helpful, puzzled
dia888_utt1	Others feel excited, none, happy	Glenn feels excited, none, happy
dia888_utt2	Others feel full, satisfied, bad	Glenn feels full, satisfied, bad
dia888_utt3	Others feel satisfied, relaxed, anticipating	Glenn feels satisfied, relaxed, anticipating
dia888_utt4	Others feel satisfied., good, attracted	Glenn feels satisfied., good, attracted
dia888_utt5	Others feel reluctant, happy, wanted	Glenn feels reluctant, happy, wanted
dia888_utt6	Others feel assured, none, none	Jonah feels assured, none, none
dia888_utt7	Others feel angry about their privacy being disturbed, rich, happy	Jonah feels angry about their privacy being disturbed, rich, happy
dia888_utt8	Others feel good, useful, kind	Tate feels good, useful, kind
dia888_utt9	Others feel none, happy, excited	Garrett feels none, happy, excited
dia888_utt10	Others feel intrigued, able, happy	Jonah feels intrigued, able, happy
dia889_utt0	Others feel loved, none, none	Glenn feels loved, none, none
dia889_utt1	Others feel hopeful, informed, free to travel	Jonah feels hopeful, informed, free to travel
dia889_utt2	Others feel angry, lonely, lonely	superstore person1 feels angry, lonely, lonely
dia889_utt3	Others feel relieved, responsive, none	Jonah feels relieved, responsive, none
dia889_utt4	Others feel none, responsible, helpful.	Jonah feels none, responsible, helpful.
dia889_utt5	Others feel none, happy, good	Glenn feels none, happy, good
dia889_utt6	Others feel buyer's remorse, concerned for the judge's outcome, apprehensive	Glenn feels buyer's remorse, concerned for the judge's outcome, apprehensive
dia889_utt7	Others feel curious, full, none	Jonah feels curious, full, none
dia889_utt8	Others feel none, none, none	Jonah feels none, none, none
dia889_utt9	Others feel none, none, good	Glenn feels none, none, good
dia890_utt0	Others feel equal, impressed, none	Garrett feels equal, impressed, none
dia890_utt1	Others feel adventurous, nervous, none	Garrett feels adventurous, nervous, none
dia890_utt2	Others feel pain hurt, none, none	Garrett feels pain hurt, none, none
dia890_utt3	Others feel regretful, shocked, scared	Amy feels regretful, shocked, scared
dia890_utt4	Others feel like they made a good decision., glad to have been given importance, none	Garrett feels like they made a good decision., glad to have been given importance, none
